BANgentrifying_twitter,,,,,,,,,,,,,,,,,,,,,,,,
sfm_id,created_at,created_at_date,twitter_id,screen_name,followers_count,friends_count,retweet_count,hashtags,in_reply_to_screen_name,mentions,twitter_url,is_retweet_strict,is_retweet,action,target,attachments,location,other info,geocoordinates,text,url1,url1_expanded,url2,url2_expanded
413585,2017-07-03T15:58:07Z,07/03/2017,881904898174005248,BANgentrifying,894,236,8,NoBQX,,@UPROSE,http://twitter.com/BANgentrifying/status/881904898174005248,TRUE,TRUE,,,,,,,RT @UPROSE: #NoBQX  https://t.co/ecaCIdDx3Z,https://t.co/ecaCIdDx3Z,http://www.nydailynews.com/opinion/de-blasio-streetcar-speed-gentrification-article-1.3291616,,
413586,2017-07-03T15:57:19Z,07/03/2017,881904698827173888,BANgentrifying,894,236,3,,,@EqualFlatbush,http://twitter.com/BANgentrifying/status/881904698827173888,TRUE,TRUE,,,,,,,"RT @EqualFlatbush: Please Help the families of Shantel Davis and Kimani ""Kiki "" Gray raise $3000 to put on the… https://t.co/XjFJFR7NMd",https://t.co/XjFJFR7NMd,https://www.instagram.com/p/BWDTwwenBx_/,,
413587,2017-07-03T15:57:17Z,07/03/2017,881904690413359105,BANgentrifying,894,236,2,"Brooklyn, Racism, Gentrification, PoliceViolence",,@EqualFlatbush,http://twitter.com/BANgentrifying/status/881904690413359105,TRUE,TRUE,,,,,,,"RT @EqualFlatbush: Mobilize for #Brooklyn-wide March against #Racism, #Gentrification &amp; #PoliceViolence on SAT Sept 9th at 12 noon  https:/…",,,,
413588,2017-07-03T15:57:14Z,07/03/2017,881904676224020481,BANgentrifying,894,236,2,"Brooklyn, Gentrification",,"@EqualFlatbush, @bangentrification",http://twitter.com/BANgentrifying/status/881904676224020481,TRUE,TRUE,,,,,,,RT @EqualFlatbush: Endorse TODAY!  9/9 #Brooklyn March #Gentrification  info@bangentrification.org or call/text (646) 820 -6039  https://t.…,,,,
413589,2017-07-03T15:57:01Z,07/03/2017,881904623933673473,BANgentrifying,894,236,5,,,"@EqualFlatbush, @cmlauriecumbo",http://twitter.com/BANgentrifying/status/881904623933673473,TRUE,TRUE,,,,,,,RT @EqualFlatbush: Pls sign &amp; circulate widely : CouncilPerson @cmlauriecumbo Stop the Sale of Bedford Union Armory for $1 https://t.co/q80…,,,,
413590,2017-07-01T01:59:13Z,07/01/2017,880969006982848512,BANgentrifying,894,236,11,,,"@changethenypd, @KeeganNYC, @gideonoli",http://twitter.com/BANgentrifying/status/880969006982848512,TRUE,TRUE,,,,,,,"RT @changethenypd: @KeeganNYC ""This settlement makes requesting public documents more accessible and affordable for the public,"" @gideonoli…",,,,
413591,2017-07-01T01:59:00Z,07/01/2017,880968950984704000,BANgentrifying,894,236,30,,,@changethenypd,http://twitter.com/BANgentrifying/status/880968950984704000,TRUE,TRUE,,,,,,,RT @changethenypd: HUGE NEWS. NYPD has agreed sweeping changes to the way it handles Freedom of Information requests. https://t.co/9LxLTli8…,,,,
413592,2017-06-27T20:00:06Z,06/27/2017,879791468927483904,BANgentrifying,894,236,4,,,"@ceaweaver, @rachelholliday, @CHTenantUnion, @Lesty4",http://twitter.com/BANgentrifying/status/879791468927483904,TRUE,TRUE,,,,,,,RT @ceaweaver: Very very occasionally there is a win. @rachelholliday @CHTenantUnion @Lesty4 https://t.co/5yNagq04ZN,,,,
413593,2017-06-15T02:40:21Z,06/15/2017,875181153313058816,BANgentrifying,894,236,5,"NoBQX, FollowtheMoney",,@UPROSE,http://twitter.com/BANgentrifying/status/875181153313058816,TRUE,TRUE,,,,,,,RT @UPROSE: Nonprofits committed to Justice DO NOT support developers working to displace working class people #NoBQX - #FollowtheMoney htt…,,,,
413594,2017-06-14T20:20:44Z,06/14/2017,875085619793448962,BANgentrifying,894,236,7,,,"@nychange, @BANgentrifying, @DMAliciaGlen",http://twitter.com/BANgentrifying/status/875085619793448962,TRUE,TRUE,,,,,,,RT @nychange: Yes! @BANgentrifying telling @DMAliciaGlen to stop her gentrification housing plan! #ReWomen17 https://t.co/ny1VQjEOne,,,,
413595,2017-06-14T13:28:45Z,06/14/2017,874981939941343236,BANgentrifying,894,236,0,,,@y,http://twitter.com/BANgentrifying/status/874981939941343236,FALSE,FALSE,,,,,,,f://t.co/NRfWO6cndJyytuyn@y,,,,
413596,2017-06-13T22:01:57Z,06/13/2017,874748703608893440,BANgentrifying,894,236,4,,,,http://twitter.com/BANgentrifying/status/874748703608893440,FALSE,FALSE,,,,,,,EMERGENCY BAN ACTION 4/14 against Alicia Glenn 7:30 am &amp; Digital Action by NYCC https://t.co/hLWhmjclaM https://t.co/oH4PIg3CJp,https://t.co/hLWhmjclaM,https://www.facebook.com/events/1339718999471900/,,
413597,2017-06-13T22:01:41Z,06/13/2017,874748634100838400,BANgentrifying,894,236,8,,,"@queensnot4sale, @TWULocal100",http://twitter.com/BANgentrifying/status/874748634100838400,TRUE,TRUE,,,,,,,RT @queensnot4sale: It's a total disgrace when a union like @TWULocal100 decides to back big real estate instead of working class people of…,,,,
413598,2017-06-13T22:01:36Z,06/13/2017,874748613750116353,BANgentrifying,894,236,6,,,"@raquelnamuche, @UPROSE, @TWULocal100",http://twitter.com/BANgentrifying/status/874748613750116353,TRUE,TRUE,,,,,,,RT @raquelnamuche: in support of this letter from @UPROSE to @TWULocal100. john samuelsen do u care about yr union members or about support…,,,,
413599,2017-06-13T22:01:30Z,06/13/2017,874748590836592641,BANgentrifying,894,236,4,,,"@UPROSE, @UPROSE",http://twitter.com/BANgentrifying/status/874748590836592641,TRUE,TRUE,,,,,,,RT @UPROSE: @UPROSE rather be addressing climate justice-those shilling for developers against interest of working class are putting us all…,,,,
413600,2017-06-13T22:01:23Z,06/13/2017,874748562017579012,BANgentrifying,894,236,1,,,@UPROSE,http://twitter.com/BANgentrifying/status/874748562017579012,TRUE,TRUE,,,,,,,RT @UPROSE: feds targeting low-income communities of color- while back home those intimidated by developers misinform public &amp; support our…,,,,
413601,2017-06-13T22:01:07Z,06/13/2017,874748493751046145,BANgentrifying,894,236,6,,,"@UPROSE, @TWULocal100",http://twitter.com/BANgentrifying/status/874748493751046145,TRUE,TRUE,,,,,,,RT @UPROSE: Sad Day @TWULocal100 - moments like this we fully understand power of real estate lobby in NYC &amp; why unions are lose community…,,,,
413602,2017-06-12T20:49:35Z,06/12/2017,874368104410865669,BANgentrifying,894,236,6,,,@changethenypd,http://twitter.com/BANgentrifying/status/874368104410865669,TRUE,TRUE,,,,,,,RT @changethenypd: Unbelievable! https://t.co/oXBUInES3j,https://t.co/oXBUInES3j,http://gothamist.com/2017/06/09/munoz_community_service.php,,
413603,2017-06-12T20:49:29Z,06/12/2017,874368080285229056,BANgentrifying,894,236,4,LRAD,,@gideonoliver,http://twitter.com/BANgentrifying/status/874368080285229056,TRUE,TRUE,,,,,,,"RT @gideonoliver: In our #LRAD litigation, the NYPD avoided calling it a ""sound cannon"" - but not in these criminal court instruments https…",,,,
413604,2017-06-12T20:49:20Z,06/12/2017,874368040376426497,BANgentrifying,894,236,4,"AffordableNY, Cuomoville, TenantsRising",,"@TenantPowerNY, @NYGovCuomo",http://twitter.com/BANgentrifying/status/874368040376426497,TRUE,TRUE,,,,,,,RT @TenantPowerNY: .@NYGovCuomo's #AffordableNY actually led to higher rents. NY tenants deserve more! #Cuomoville #TenantsRising https://t…,,,,
413605,2017-06-12T20:47:39Z,06/12/2017,874367616063873025,BANgentrifying,894,236,9,,,"@antiviolence, @audrelorde",http://twitter.com/BANgentrifying/status/874367616063873025,TRUE,TRUE,,,,,,,RT @antiviolence: Come out for Trans Day of Action for Social and Economic Justice! Join AVP and @audrelorde June 23: https://t.co/oQ2HJImh…,,,,
413606,2017-06-12T20:47:19Z,06/12/2017,874367535096975360,BANgentrifying,894,236,6,,,@audrelorde,http://twitter.com/BANgentrifying/status/874367535096975360,TRUE,TRUE,,,,,,,"RT @audrelorde: CW: Group Attacks Transgender Women, Tells Them to 'Get off Their Block': Cops | NBC New York https://t.co/BdTBMDGMNy via @…",https://t.co/BdTBMDGMNy,http://www.nbcnewyork.com/news/local/Transgender-Women-Attacked-Hospitalized-in-Brooklyn-427846193.html,,
413607,2017-06-12T20:46:56Z,06/12/2017,874367438573510656,BANgentrifying,894,236,12,OurBronx,,@somecityusa,http://twitter.com/BANgentrifying/status/874367438573510656,TRUE,TRUE,,,,,,,RT @somecityusa: We're out here today to say no to displacement and gentrification! #OurBronx https://t.co/SPd9Ca3Mmt,,,,
413608,2017-06-12T20:46:48Z,06/12/2017,874367404813496321,BANgentrifying,894,236,13,,,@raquelnamuche,http://twitter.com/BANgentrifying/status/874367404813496321,TRUE,TRUE,,,,,,,RT @raquelnamuche: Caitlin asks the RGB: Did u help people stay in their homes or did you put money in my landlord's pocket to pay of his P…,,,,
413609,2017-06-12T20:46:19Z,06/12/2017,874367282885128193,BANgentrifying,894,236,4,ShantelDavis,,@EqualFlatbush,http://twitter.com/BANgentrifying/status/874367282885128193,TRUE,TRUE,,,,,,,RT @EqualFlatbush: Wed.  6/14  6pm - Come out to 5 Yr Anniv. Action and Memorial for #ShantelDavis https://t.co/gChA8r8IH0 https://t.co/IpZ…,https://t.co/gChA8r8IH0,https://www.facebook.com/events/1811971302465568/,,
413610,2017-06-12T20:46:13Z,06/12/2017,874367256674873344,BANgentrifying,894,236,2,DelrawnSmall,,@EqualFlatbush,http://twitter.com/BANgentrifying/status/874367256674873344,TRUE,TRUE,,,,,,,RT @EqualFlatbush: Tues. 6/13  9AM - Pack the Court for #DelrawnSmall https://t.co/irzMBZ23wN https://t.co/PTmy6u9fd5,https://t.co/irzMBZ23wN,https://www.facebook.com/events/1892118631051241/,,
413611,2017-06-12T20:45:57Z,06/12/2017,874367190639796224,BANgentrifying,894,236,4,,,"@VendorPower, @madinatoure, @Josmar_Trujillo, @imanihenry, @GangiForMayor",http://twitter.com/BANgentrifying/status/874367190639796224,TRUE,TRUE,,,,,,,RT @VendorPower: Great @madinatoure article highlighting work of street vendor supporters @Josmar_Trujillo @imanihenry @GangiForMayor https…,,,,
413612,2017-06-12T20:45:54Z,06/12/2017,874367174806319104,BANgentrifying,894,236,5,,,@EqualFlatbush,http://twitter.com/BANgentrifying/status/874367174806319104,TRUE,TRUE,,,,,,,"RT @EqualFlatbush: 📷 The Brooklyn March Against Gentrification, Racism, and Police Violence  Initiated by The Brooklyn... https://t.co/NHZx…",,,,
413613,2017-06-12T20:45:29Z,06/12/2017,874367071194361856,BANgentrifying,894,236,19,,,"@UPROSE, @NYCEJAlliance, @ANHDNYC, @prattcenter, @BANgen",http://twitter.com/BANgentrifying/status/874367071194361856,TRUE,TRUE,,,,,,,RT @UPROSE: A union backing real estate developers instead of Brooklyn-Queens working class!  @NYCEJAlliance @ANHDNYC @prattcenter  @BANgen…,,,,
413614,2017-06-04T14:30:18Z,06/04/2017,871373550879485953,BANgentrifying,894,236,0,Gentrification,,@BANgentrifying,http://twitter.com/BANgentrifying/status/871373550879485953,FALSE,FALSE,,,,,,,"Mobilize w/ @BANgentrifying  for a BK-wide March against Racism, #Gentrification &amp; Police Violence on SAT Sept 9th  https://t.co/619TBXoQtr",https://t.co/619TBXoQtr,https://www.facebook.com/events/833546563459181/,,
413615,2017-05-25T03:41:42Z,05/25/2017,867586445162184704,BANgentrifying,894,236,6,PuertoRicanDayParade,,"@Josmar_Trujillo, @CityLimitsNews",http://twitter.com/BANgentrifying/status/867586445162184704,TRUE,TRUE,,,,,,,"RT @Josmar_Trujillo: My latest @CityLimitsNews joint: Police, Politics and the #PuertoRicanDayParade  https://t.co/6uef3rzfuh #OscarLopezRi…",https://t.co/6uef3rzfuh,http://citylimits.org/2017/05/24/cityviews-police-politics-and-the-puerto-rican-day-parade/,,
413616,2017-05-25T03:41:11Z,05/25/2017,867586314585223168,BANgentrifying,894,236,6,,,"@MillionsMarch, @NYCLU, @MillionsMarch",http://twitter.com/BANgentrifying/status/867586314585223168,TRUE,TRUE,,,,,,,RT @MillionsMarch: .@NYCLU &amp; @MillionsMarch filed a lawsuit today against the NYPD after FOIL request into our surveillance was denied http…,,,,
413617,2017-05-25T03:40:59Z,05/25/2017,867586266879188994,BANgentrifying,894,236,15,SwipeItForward,,@BLMNYC,http://twitter.com/BANgentrifying/status/867586266879188994,TRUE,TRUE,,,,,,,RT @BLMNYC: These are the organizations who support #SwipeItForward. There's less than 10 orgs that jointly make the actions happen. https:…,,,,
413618,2017-05-25T03:40:38Z,05/25/2017,867586178509398016,BANgentrifying,894,236,23,,,"@TankieTrot, @MTA, @NY",http://twitter.com/BANgentrifying/status/867586178509398016,TRUE,TRUE,,,,,,,"RT @TankieTrot: .@MTA board leb by Fernando Ferrer WALKS OUT of meeting, refusing to hear Access-A-Ride users demanding decent service. @NY…",,,,
413619,2017-05-25T03:39:59Z,05/25/2017,867586012993781760,BANgentrifying,894,236,35,"BlueLivesMatter, BlackLivesMatter",,"@changethenypd, @VinceWarre",http://twitter.com/BANgentrifying/status/867586012993781760,TRUE,TRUE,,,,,,,"RT @changethenypd: ""At their core, #BlueLivesMatter bills seek to turn #BlackLivesMatter protesters into enemies of the state,"" @VinceWarre…",,,,
413620,2017-05-22T23:06:56Z,05/22/2017,866792523431391232,BANgentrifying,894,236,4,"295parkside, noevictionzone",,"@295Parkside, @295parkside",http://twitter.com/BANgentrifying/status/866792523431391232,TRUE,TRUE,,,,,,,RT @295Parkside: great article on tenant vulnerability and tenants' battle to keep our homes @295parkside #295parkside #noevictionzone #bro…,,,,
413621,2017-05-22T23:06:50Z,05/22/2017,866792497103687681,BANgentrifying,894,236,4,,,@EqualFlatbush,http://twitter.com/BANgentrifying/status/866792497103687681,TRUE,TRUE,,,,,,,"RT @EqualFlatbush: 📷 please post widely -Hear from the current tenant leaders , homeowners, small business owners involved... https://t.co/…",,,,
413622,2017-05-22T23:06:44Z,05/22/2017,866792473787588609,BANgentrifying,894,236,7,NOTOWNCALL,,"@EqualFlatbush, @NYCEDC, @ydanis",http://twitter.com/BANgentrifying/status/866792473787588609,TRUE,TRUE,,,,,,,RT @EqualFlatbush: #NOTOWNCALL What community engagement for the people living in the Special District has  @NYCEDC done? @ydanis,,,,
413623,2017-05-22T23:06:42Z,05/22/2017,866792462815297537,BANgentrifying,894,236,2,SomosInwood,,"@EqualFlatbush, @NYCEDC, @ydanis",http://twitter.com/BANgentrifying/status/866792462815297537,TRUE,TRUE,,,,,,,RT @EqualFlatbush: #SomosInwood De qué forma @NYCEDC se ha involucrado con la gente que vive en el Distrito Especial? @ydanis,,,,
413624,2017-05-22T23:06:35Z,05/22/2017,866792437091532800,BANgentrifying,894,236,7,NOTOWNCALL,,"@EqualFlatbush, @ydanis, @NYCEDC",http://twitter.com/BANgentrifying/status/866792437091532800,TRUE,TRUE,,,,,,,RT @EqualFlatbush: Will they be #NOTOWNCALL permanently affordable or just for just a specific period like 30 years? @ydanis @NYCEDC,,,,
413625,2017-05-22T23:06:30Z,05/22/2017,866792414694047747,BANgentrifying,894,236,7,NOTOWNCALL,,"@EqualFlatbush, @ydanis, @NYCEDC",http://twitter.com/BANgentrifying/status/866792414694047747,TRUE,TRUE,,,,,,,RT @EqualFlatbush: #NOTOWNCALL Why was South of Dyckman excluded from the study? @ydanis @NYCEDC,,,,
413626,2017-05-22T23:06:26Z,05/22/2017,866792398051053568,BANgentrifying,894,236,2,gentrification,,@EqualFlatbush,http://twitter.com/BANgentrifying/status/866792398051053568,TRUE,TRUE,,,,,,,RT @EqualFlatbush: 5/18 BAN Action Alert Tell Bedford Courts what you think of #gentrification and displacement in... https://t.co/BOKbEoav…,,,,
413627,2017-05-22T23:06:23Z,05/22/2017,866792385187106816,BANgentrifying,894,236,9,SomosInwood,,"@EqualFlatbush, @ydanis, @NYCEDC",http://twitter.com/BANgentrifying/status/866792385187106816,TRUE,TRUE,,,,,,,RT @EqualFlatbush: #SomosInwood Explique la recalificación de los áreas comerciales y por que es necesaria @ydanis @NYCEDC,,,,
413628,2017-05-22T23:06:00Z,05/22/2017,866792287828946946,BANgentrifying,894,236,1,"NYC, Chinatown, displacement, StreetArt",,"@Bike_at_W4, @illuminator99, @pthny, @TheIndypendent, @caaav, @BANgentrifying",http://twitter.com/BANgentrifying/status/866792287828946946,TRUE,TRUE,,,,,,,RT @Bike_at_W4: #NYC: #Chinatown fights #displacement with #StreetArt @illuminator99 @pthny @TheIndypendent @caaav @BANgentrifying https://…,,,,
413629,2017-05-14T18:51:17Z,05/14/2017,863829083515498496,BANgentrifying,894,236,37,,,@audrelorde,http://twitter.com/BANgentrifying/status/863829083515498496,TRUE,TRUE,,,,,,,"RT @audrelorde: Calling all trans, two-spirit, gender non conforming, queer, lesbian,  bisexual, and gay people… https://t.co/Mj7ge8fdS8",https://t.co/Mj7ge8fdS8,https://www.instagram.com/p/BT987KBDOXs/,,
413630,2017-05-14T18:50:52Z,05/14/2017,863828980947877888,BANgentrifying,894,236,6,,,"@NYCEJAlliance, @Bkmovement",http://twitter.com/BANgentrifying/status/863828980947877888,TRUE,TRUE,,,,,,,"RT @NYCEJAlliance: Mark Winston Griffith from @Bkmovement talks about Central Brooklyn's rising energy needs &amp; heat vulnerability, &amp; effort…",,,,
413631,2017-05-14T18:50:39Z,05/14/2017,863828923800485890,BANgentrifying,894,236,7,,,"@BKMovement, @brooklynhistory, @Weeksvil",http://twitter.com/BANgentrifying/status/863828923800485890,TRUE,TRUE,,,,,,,RT @BKMovement: Join us for a discussion of what public safety looks like beyond police. https://t.co/kuq6TQXggN @brooklynhistory @Weeksvil…,https://t.co/kuq6TQXggN,https://goo.gl/zikt6t,,
413632,2017-05-14T18:50:35Z,05/14/2017,863828907723771904,BANgentrifying,894,236,2,,,@BKMovement,http://twitter.com/BANgentrifying/status/863828907723771904,TRUE,TRUE,,,,,,,RT @BKMovement: Join us on Tuesday as we use Voices of Crown Heights oral histories to frame a community discussion and vision of... https:…,,,,
413633,2017-05-14T18:50:29Z,05/14/2017,863828881282936834,BANgentrifying,894,236,8,crownheights,,@BKMovement,http://twitter.com/BANgentrifying/status/863828881282936834,TRUE,TRUE,,,,,,,RT @BKMovement: What does community safety in #crownheights look like beyond policing? Join us for a panel and discussion next Tuesday. htt…,,,,
413634,2017-05-14T18:48:14Z,05/14/2017,863828315295150081,BANgentrifying,894,236,14,"BrooklynCrush, DontCrushBrooklyn, SunsetParkIsNot4Sale, ResistGentrification",,@UPROSE,http://twitter.com/BANgentrifying/status/863828315295150081,TRUE,TRUE,,,,,,,RT @UPROSE: #BrooklynCrush #DontCrushBrooklyn #SunsetParkIsNot4Sale #ResistGentrification https://t.co/VgXj0jMhdh,,,,
413635,2017-05-14T18:48:11Z,05/14/2017,863828304708718592,BANgentrifying,894,236,16,"BrooklynCrush, DontCrushBrooklyn",,"@UPROSE, @NYWineEvents, @IndustryCity",http://twitter.com/BANgentrifying/status/863828304708718592,TRUE,TRUE,,,,,,,"RT @UPROSE: .@NYWineEvents and @IndustryCity  Sunset Park is our home, not your playground #BrooklynCrush #DontCrushBrooklyn https://t.co/t…",,,,
413636,2017-05-14T18:48:08Z,05/14/2017,863828293056962560,BANgentrifying,894,236,16,"BrooklynCrush, DontCrushBrooklyn",,"@UPROSE, @NYWineEvents, @IndustryCity",http://twitter.com/BANgentrifying/status/863828293056962560,TRUE,TRUE,,,,,,,"RT @UPROSE: .@NYWineEvents and @IndustryCity  Sunset Park is our home, not your playground #BrooklynCrush #DontCrushBrooklyn https://t.co/9…",,,,
413637,2017-05-14T18:48:06Z,05/14/2017,863828283426844676,BANgentrifying,894,236,12,"BrooklynCrush, DontCrushBrooklyn",,"@UPROSE, @NYWineEvents, @IndustryCity",http://twitter.com/BANgentrifying/status/863828283426844676,TRUE,TRUE,,,,,,,"RT @UPROSE: .@NYWineEvents and @IndustryCity  Sunset Park is our home, not your playground #BrooklynCrush #DontCrushBrooklyn https://t.co/X…",,,,
413638,2017-05-14T18:48:04Z,05/14/2017,863828272894836739,BANgentrifying,894,236,11,,,@UPROSE,http://twitter.com/BANgentrifying/status/863828272894836739,TRUE,TRUE,,,,,,,RT @UPROSE: Together with their Friends of the BQX..Proud leaders of Displacement: https://t.co/6NgKVx8GxN,https://t.co/6NgKVx8GxN,https://twitter.com/TarryHum/status/863472411144015872,,
413639,2017-05-14T18:48:00Z,05/14/2017,863828257434742784,BANgentrifying,894,236,15,"BrooklynCrush, DontCrushBrooklyn",,"@UPROSE, @NYWineEvents, @IndustryCity",http://twitter.com/BANgentrifying/status/863828257434742784,TRUE,TRUE,,,,,,,"RT @UPROSE: .@NYWineEvents and @IndustryCity  Sunset Park is our home, not your playground #BrooklynCrush #DontCrushBrooklyn https://t.co/1…",,,,
413640,2017-05-14T18:47:57Z,05/14/2017,863828244767887361,BANgentrifying,894,236,7,,,@GersonBorrero,http://twitter.com/BANgentrifying/status/863828244767887361,TRUE,TRUE,,,,,,,RT @GersonBorrero: This 👇🏼 https://t.co/yqrBFyWdec,https://t.co/yqrBFyWdec,https://twitter.com/uprose/status/863474200094310400,,
413641,2017-05-14T18:47:50Z,05/14/2017,863828215680335872,BANgentrifying,894,236,5,"BrooklynCrush, BrooklynCrush",,"@DGalaSanta, @UPROSE, @NYWineEvents, @IndustryCity",http://twitter.com/BANgentrifying/status/863828215680335872,TRUE,TRUE,,,,,,,"RT @DGalaSanta: @UPROSE @NYWineEvents and @IndustryCity  Sunset Park is our home, not your playground #BrooklynCrush #BrooklynCrush DontCru…",,,,
413642,2017-05-14T18:47:39Z,05/14/2017,863828171157852162,BANgentrifying,894,236,5,"SunsetPark, BrooklynCrush",,"@AnitaPalomitaNY, @IndustryCity, @NYWineEvents",http://twitter.com/BANgentrifying/status/863828171157852162,TRUE,TRUE,,,,,,,RT @AnitaPalomitaNY: .@IndustryCity leads displacement in #SunsetPark with exclusive events like #BrooklynCrush @NYWineEvents #SunsetParkIs…,,,,
413643,2017-05-14T18:47:01Z,05/14/2017,863828011283607553,BANgentrifying,894,236,3,,,"@EqualFlatbush, @295Tenants",http://twitter.com/BANgentrifying/status/863828011283607553,TRUE,TRUE,,,,,,,RT @EqualFlatbush: PACK THE COURT for @295Tenants ON MAY 19 at 930 AM in Part G at Room 509  https://t.co/0iSWVMQeT6,,,,
413644,2017-05-14T18:46:54Z,05/14/2017,863827981650866176,BANgentrifying,894,236,5,CarollGardens,,@EqualFlatbush,http://twitter.com/BANgentrifying/status/863827981650866176,TRUE,TRUE,,,,,,,RT @EqualFlatbush: PLS POST &amp; SIGN to stop of the eviction of an elder who has lived on her block in #CarollGardens for over 60 years https…,,,,
413645,2017-05-14T18:46:49Z,05/14/2017,863827960889057282,BANgentrifying,894,236,6,"Brooklyn, gentrification",,@EqualFlatbush,http://twitter.com/BANgentrifying/status/863827960889057282,TRUE,TRUE,,,,,,,RT @EqualFlatbush: check out the latest on the 1st-ever platform dedicated to celebrating #Brooklyn life &amp; resisting #gentrification : http…,,,,
413646,2017-05-14T18:46:43Z,05/14/2017,863827933038817280,BANgentrifying,894,236,4,,,@EqualFlatbush,http://twitter.com/BANgentrifying/status/863827933038817280,TRUE,TRUE,,,,,,,RT @EqualFlatbush: 📷 295 Parkside Ave Tenant Leader Rebecca Stuart is under attack! Pack the court and show her that we’ve... https://t.co/…,,,,
413647,2017-05-14T18:46:38Z,05/14/2017,863827915724775425,BANgentrifying,894,236,8,"Badass, CarollGardens, Brooklyn",,@EqualFlatbush,http://twitter.com/BANgentrifying/status/863827915724775425,TRUE,TRUE,,,,,,,"RT @EqualFlatbush: #Badass direct action in #CarollGardens ,#Brooklyn to stop the eviction of a 70 year old elder… https://t.co/UnFLBDFkHd",https://t.co/UnFLBDFkHd,https://www.instagram.com/p/BUFTZTahOZi/,,
413648,2017-05-14T18:46:36Z,05/14/2017,863827906904117248,BANgentrifying,894,236,4,"Eugene, CarollGardens",,@EqualFlatbush,http://twitter.com/BANgentrifying/status/863827906904117248,TRUE,TRUE,,,,,,,RT @EqualFlatbush: #Eugene Orefice who owes several buildings in #CarollGardens was arrested for fraud in December… https://t.co/2K0ip8ls0F,https://t.co/2K0ip8ls0F,https://www.instagram.com/p/BUFT-IMhqiD/,,
413649,2017-05-13T04:21:19Z,05/13/2017,863247763051511809,BANgentrifying,894,236,2,"Trump, KillTheDeal",,"@BFCpartners, @ArmoryRecCenter",http://twitter.com/BANgentrifying/status/863247763051511809,FALSE,FALSE,,,,,,,Here is truth about #Trump supporting @BFCpartners: https://t.co/CFib6Tg0Rj No to building the @ArmoryRecCenter #KillTheDeal,https://t.co/CFib6Tg0Rj,http://www.therealgentrifiers.org/gentrification-papers/2016/11/22/gentrification-paper-4-1,,
413650,2017-05-13T04:18:32Z,05/13/2017,863247063269724160,BANgentrifying,894,236,4,"KillTHeDeal, BrooklynisNotforSale",,"@bfcpartners, @BANgentrifying, @ArmoryRecCenter",http://twitter.com/BANgentrifying/status/863247063269724160,FALSE,FALSE,,,,,,,How COWARDLY of @bfcpartners :BLOCKING @BANgentrifying &amp; community residents opposed to @ArmoryRecCenter  #KillTHeDeal #BrooklynisNotforSale,,,,
413651,2017-05-13T04:14:26Z,05/13/2017,863246030711771137,BANgentrifying,894,236,1,"Trump, Killthedeal, CrownHeightsIsNotforSale",cmlauriecumbo,"@cmlauriecumbo, @bfcpartners, @BANgentrifying, @ArmoryRecCenter",http://twitter.com/BANgentrifying/status/863246030711771137,FALSE,FALSE,,,,,,,@cmlauriecumbo #Trump supporting @bfcpartners BLOCKED @BANgentrifying bcuz we say #Killthedeal 4 @ArmoryRecCenter #CrownHeightsIsNotforSale,,,,
413652,2017-05-13T04:10:06Z,05/13/2017,863244940981284867,BANgentrifying,894,236,2,"BedfordArmory, killthedeal",,"@zigahzagah, @cmlauriecumbo",http://twitter.com/BANgentrifying/status/863244940981284867,TRUE,TRUE,,,,,,,RT @zigahzagah: Crown Heights needs 100% affordable housing for the #BedfordArmory. Tell @cmlauriecumbo to #killthedeal! https://t.co/SKx5E…,,,,
413653,2017-05-13T04:09:58Z,05/13/2017,863244904834715648,BANgentrifying,894,236,2,,,"@GabrielJDYoung, @nycDSA",http://twitter.com/BANgentrifying/status/863244904834715648,TRUE,TRUE,,,,,,,RT @GabrielJDYoung: Canvassing fort Greene with @nycDSA to oppose the Bedford-union armory sale and halt dispossession in Brooklyn. #killth…,,,,
413654,2017-05-13T04:09:45Z,05/13/2017,863244851701329923,BANgentrifying,894,236,2,"killthedeal, bedfordarmory, dontselloffbk",,"@z_sayyed, @cmlauriecumbo, @bfcpartners",http://twitter.com/BANgentrifying/status/863244851701329923,TRUE,TRUE,,,,,,,RT @z_sayyed: @cmlauriecumbo  @bfcpartners this deal is not for us #killthedeal #bedfordarmory #dontselloffbk,,,,
413655,2017-05-13T04:09:41Z,05/13/2017,863244833821007872,BANgentrifying,894,236,2,"crownheights, Brooklyn, KillTheDeal",,"@z_sayyed, @ArmoryRecCenter",http://twitter.com/BANgentrifying/status/863244833821007872,TRUE,TRUE,,,,,,,RT @z_sayyed: @ArmoryRecCenter is not being made to benefit long term residents of #crownheights #Brooklyn #KillTheDeal #beforeitsgonetakei…,,,,
413656,2017-05-13T04:09:35Z,05/13/2017,863244809527590912,BANgentrifying,894,236,3,KillTheDeal,,"@z_sayyed, @cmlauriecumbo, @ArmoryRecCenter, @bfcpartners",http://twitter.com/BANgentrifying/status/863244809527590912,TRUE,TRUE,,,,,,,RT @z_sayyed: @cmlauriecumbo please remember long term residents of Brooklyn @ArmoryRecCenter @bfcpartners are not for us #KillTheDeal,,,,
